 1.967426    4.139741    1.433346    4.457271      3.140759      5.300419      5.973182      0.279031
 0.132058   -2.430110    4.255535    4.229561      7.081141      3.042920     10.511230     11.384873
 0.493275   -0.184939    0.850157    4.125808      8.571700      6.968793      8.769320     13.662913
 2.616126   -2.846391    3.806543    3.286461      4.408188      5.978829      8.523351      2.192494
 0.135178    4.150355    3.148828    4.350221      6.978465      9.868342     14.498161      1.867157
 1.027688    2.846302    1.684538    4.411754      3.448047      4.022444     16.549759      2.065038
 0.975635    0.129706    0.770164    4.749425      3.585578      4.321152     13.187429      7.202062
 1.625828    1.583554    2.778356    3.373575      5.941083      7.815830     14.034936      6.423962
 0.059054    0.488256    1.749018    4.387852      4.605502      7.644547     13.568658      3.533017
-0.023145    0.223599    1.110625    3.716437      2.314432      5.693015      8.381677     10.436005
 2.751731   -0.931395    3.097120    3.453400      6.259508      4.073603      3.617939      1.821387
-0.078103    0.803942    3.424869    4.398467      6.821713      6.815014      8.313627      6.551439
 1.026880   -1.046129    3.347705    4.290656      2.409109      5.266385     17.338288      8.461896
 0.881278    2.293446    5.685474    3.390481      4.340844      6.891537      5.177550      5.925053
 1.516493    0.827058    3.067071    4.929966      5.303484      4.088996      8.530018      1.488594
 1.046111    2.701031    4.843018    4.111710      2.822520      6.014201      8.124529      4.507959
 1.658784   -0.495431    3.825629    4.235773      5.241425      4.328557     11.312509     11.635856
-0.663178   -0.247194    2.396930    4.259844      3.300252      8.607610     14.416915      4.707330
 0.290338   -1.135551    3.970600    4.203027      4.508691      2.970305     14.420325     10.007961
 0.272293    4.897341    1.785957    4.165909      2.592583      9.736795      2.298027      4.823543
-1.309192   -0.287173    4.913169    3.808448      4.735508      6.166293      4.077461      7.447614
-0.062108    1.876787    1.609020    4.186857      5.887816      4.689519     11.837578      7.716143
-0.046135    4.669460    5.822867    4.501195      4.935141      7.834932      1.216235      1.341879
 0.827938    3.572460    5.723940    3.156416      5.786622      3.988259     10.026483      3.377293
 3.288946    3.784206    3.810547    5.066594      4.899876      7.674327     15.139714      3.845394
 1.073141    4.289633    2.508793    4.126307      4.890489      8.602985     15.748419      7.223251
-0.106169    2.284597    4.190890    3.615138      2.798187      5.859268      8.106362      7.148677
-0.143306    1.750959    0.386925    4.005144      4.828109      4.663860     15.674985      8.752201
 0.378500    0.667053    1.449767    4.295809      4.881942      4.000098      6.907162      5.677516
-2.030071    2.333204    3.478758    4.424809      2.553399      7.324565      9.588082     -2.041246
-0.352225    1.779411    4.783197    4.645615      2.529589      3.814908      7.939635      7.557358
 0.749965   -4.136523    1.767551    3.181099      5.382665     11.060145     13.805774      4.180787
 0.594728    1.506219    1.729412    4.186629      4.301941      3.556664     14.744026      8.225754
-0.305902    2.117945    3.420797    4.225918      1.667867      5.699617     16.397170      5.477896
